pws_id,entry_id,name,status,type_code
CA5400994,0,WELL 02,A,WL
CA5400994,1,WELL 01 - INACTIVE,I,WL
CA5401001,0,WELL 02,A,WL
CA5401001,1,WELL 01 - ABANDONED,I,WL
CA5401003,0,WELL 01 - EAST - RAW,A,WL
CA5401003,1,WELL 02 - WEST - RAW,A,WL
CA5401003,2,WELL 03 - NEW SOUTH - ABANDONED,I,WL
CA5401004,0,WELL 02 - RAW,A,WL
CA5401004,1,WELL 01 - INAC,I,WL
CA5401006,0,WELL 01- STANDBY,A,WL
CA5401006,1,WELL 03 - RAW,A,WL
CA5401006,2,WELL 02- INAC,I,WL
CA5401010,0,WELL 01,A,WL
CA5401010,1,WELL 02,A,WL
CA5401024,0,WELL 01 - RAW,A,WL
CA5401025,0,WELL 01,A,WL
CA5401026,0,WELL 01 - RAW,A,WL
CA5401033,0,WELL 01 - RAW,A,WL
CA5401038,0,CITY OF PORTERVILLE INTERTIE,A,CC
CA5401038,1,WELL 01 - LINCOLN - INACTIVE,I,WL
CA5401038,2,WELL 02 - BACK-UP - INACTIVE,I,WL
CA5401039,0,WELL 01 - AG BLDG,A,WL
CA5401039,1,WELL 02 - MOTORPOOL,A,WL
CA5401039,2,WELL 03 - COURTHOUSE,A,WL
CA5401044,0,WELL 01,A,WL
CA5401045,0,WELL 01 - RAW,A,WL
CA5401047,0,WELL 01,A,WL
CA5401048,0,WELL 01,A,WL
CA5401049,0,WELL 01,A,WL
CA5401063,0,WELL 02,A,WL
CA5401063,1,WELL 01 - INACTIVE (COLLAPSED),I,WL
CA5401071,0,SILVER CITY CREEK - RAW,A,IN
CA5401071,1,SPRING 03 (ARTESIAN WELL),A,SP
CA5401074,0,WELL 02 - WEST - RAW,A,WL
CA5401074,1,WELL 03 - NORTHWEST - RAW,A,WL
CA5401074,2,WELL 01 - NORTH - COLLAPSED,I,WL
CA5401074,3,WELL 04 - PENDING,P,WL
CA5401076,0,WELL 02 - RAW,A,WL
CA5401076,1,WELL 01 - INACTIVE,I,WL
CA5401082,0,WELL 02,A,WL
CA5401082,1,WELL 03,A,WL
CA5401082,2,WELL 04,A,WL
CA5401082,3,WELL 01 - INACTIVE,I,WL
CA5401084,0,WELL 01,A,WL
CA5401089,0,SPRING 01,A,WL
CA5401093,0,SPRING 01 - GREEN,A,WL
CA5401093,1,SPRING 02 - BLUE,A,WL
CA5401093,2,SPRING 03 - RED,A,WL
CA5401094,0,WELL 02,A,WL
CA5401094,1,WELL 01 - DESTROYED,I,WL
CA5401099,0,WELL 01,A,WL
CA5401099,1,WELL 02,A,WL
CA5402008,0,WELL 01,A,WL
CA5402013,0,WELL 01 - RAW,A,WL
CA5402016,0,WELL 01,A,WL
CA5402017,0,WELL 01,A,WL
CA5402019,0,WELL 02,A,WL
CA5402019,1,WELL 01 - DESTROYED,I,WL
CA5402022,0,WELL 02,A,WL
CA5402022,1,WELL 01 - INACTIVE - IRRIGATION,I,WL
CA5402024,0,WELL 02 (2015),A,WL
CA5402024,1,WELL 01 - DESTROYED,I,WL
CA5402026,0,WELL 02,A,WL
CA5402026,1,WELL 01 - INACTIVE,I,WL
CA5402027,0,WELL 01,A,WL
CA5402027,1,WELL 02 - RAW - PENDING,P,WL
CA5402030,0,WELL 02 - RAW,A,WL
CA5402030,1,WELL 01 - DRY 2014,I,WL
CA5402031,0,WELL 01,A,WL
CA5402036,0,WELL 03,A,WL
CA5402036,1,WELL 04,A,WL
CA5402036,2,WELL 01 - INACTIVE,I,WL
CA5402036,3,WELL 02 - INACTIVE,I,WL
CA5402037,0,WELL 01,A,WL
CA5402037,1,WELL 02,A,WL
CA5402038,0,WELL 01 WEST - RAW,A,WL
CA5402038,1,WELL 02 EAST - RAW,A,WL
CA5402039,0,WELL 01 - RAW,A,WL
CA5402041,0,WELL 02,A,WL
CA5402041,1,WELL 01 - INACTIVE,I,WL
CA5402043,0,WELL 01 - RAW,A,WL
CA5402046,0,WELL 01 - RAW,A,WL
CA5402047,0,WELL 02 - RAW,A,WL
CA5402047,1,WELL 03 - RAW,A,WL
CA5402047,2,WELL 01 - INACTIVE,I,WL
CA5402048,0,WELL 01-RAW,A,WL
CA5402048,1,WELL 02,A,WL
CA5402050,0,CWS VISALIA INTERCONNECTION,A,CC
CA5402050,1,WELL 01 - NORTH - RAW,A,WL
CA5402050,2,WELL 02 - SOUTH - RAW,A,WL
CA5402056,0,WELL 02 - 2016,A,WL
CA5402056,1,WELL 01 - INACTIVE,I,WL
CA5402057,0,WELL 01,A,WL
CA5403001,0,SPRING 01 - RAW,A,WL
CA5403007,0,WELL 01,A,WL
CA5403007,1,WELL 02 - INACTIVE,I,WL
CA5403011,0,WELL 01,A,WL
CA5403013,0,WELL 02,A,WL
CA5403013,1,WELL 01 - ABANDONED,I,WL
CA5403014,0,WELL 01,A,WL
CA5403020,0,SPRING 01,A,WL
CA5403022,0,WELL 02 - RAW,A,WL
CA5403022,1,WELL 01 - INACTIVE,I,WL
CA5403023,0,WELL 01 EAST - RAW,A,WL
CA5403023,1,WELL 02 - RAW,A,WL
CA5403025,0,SPRING 01,A,WL
CA5403026,0,SPRING 01,A,WL
CA5403027,0,SPRING 02,A,SP
CA5403027,1,SPRING 01,A,WL
CA5403030,0,WELL 01 - RAW,A,WL
CA5403031,0,WELL 01 - RAW,A,WL
CA5403031,1,WELL 02-STANDBY,A,WL
CA5403032,0,WELL 08 - RAW,A,WL
CA5403032,1,WELL 19 - INACTIVE,I,WL
CA5403032,2,WELL 25 - INACTIVE,I,WL
CA5403034,0,WELL 02 (DRY 2015),A,WL
CA5403039,0,WELL 01,A,WL
CA5403040,0,WELL 01,A,WL
CA5403041,0,WELL 01 - RAW,A,WL
CA5403041,1,WELL 02 - INACTIVE,I,WL
CA5403041,2,WELL 03 - INACTIVE,I,WL
CA5403041,3,WELL 04 - INACTIVE,I,WL
CA5403042,0,WELL 01 - EAST - RAW,A,WL
CA5403042,1,WELL 02 - WEST - RAW,A,WL
CA5403042,2,WELL 03 - NORTH - RAW,A,WL
CA5403043,0,WELL 01 - PRE NO3 BLEND,A,WL
CA5403043,1,WELL 02 - PRE NO3 BLEND,A,WL
CA5403046,0,WELL 01 - RAW,A,WL
CA5403046,1,WELL 02 - RAW,A,WL
CA5403047,0,WELL 01,A,WL
CA5403048,0,WELL 01 - RAW,A,WL
CA5403049,0,SPRING 01,A,WL
CA5403050,0,WELL 02,A,WL
CA5403050,1,WELL 01 - DESTROYED,I,WL
CA5403051,0,WELL 01,A,WL
CA5403053,0,WELL 02 - RAW,A,WL
CA5403053,1,WELL 01 - DESTROYED,I,WL
CA5403054,0,WELL 01- DEEP - RAW,A,WL
CA5403054,1,WELL 04 - RAW,A,WL
CA5403054,2,WELL 02 - DESTROYED,I,WL
CA5403054,3,WELL 03 - SOUTH - INACTIVE,I,WL
CA5403055,0,WELL 01 - RAW,A,WL
CA5403061,0,KAWEAH RIVER - RAW,A,IN
CA5403062,0,WELL 01,A,WL
CA5403072,0,WELL 01,A,WL
CA5403073,0,BEAR CREEK - INTAKE,A,IN
CA5403074,0,WELL 02 - RAW,A,WL
CA5403074,1,WELL 04 - RAW (C/TULARE WELL),A,WL
CA5403074,2,WELL 01 (DESTROYED-09),I,WL
CA5403076,0,WELL 02 - RAW,A,WL
CA5403076,1,WELL 01 - INACTIVE,I,WL
CA5403080,0,WELL 01,A,WL
CA5403080,1,WELL 02 - DESTROYED,I,WL
CA5403080,2,WELL 03 - INACTIVE,I,WL
CA5403081,0,WELL 01,A,WL
CA5403082,0,WELL 01 - RAW,A,WL
CA5403082,1,WELL 02 - RAW,A,WL
CA5403083,0,WELL 01,A,WL
CA5403084,0,WELL 02 - STANDBY,A,WL
CA5403084,1,WELL 03 - RAW,A,WL
CA5403084,2,WELL 01 - DESTROYED,I,WL
CA5403085,0,WELL 02 - (HORIZONTAL) DRY 2014,A,WL
CA5403085,1,WELL 01 - ABANDONED,I,WL
CA5403086,0,WELL 01,A,WL
CA5403088,0,WELL 01,A,WL
CA5403089,0,WELL 01,A,WL
CA5403090,0,WELL 01 - RAW,A,WL
CA5403100,0,WELL 01,A,WL
CA5403102,0,WELL 01,A,WL
CA5403103,0,WELL 01,A,WL
CA5403105,0,WELL 01 - RAW,A,WL
CA5403106,0,WELL 01,A,WL
CA5403109,0,WELL 01,A,WL
CA5403109,1,SPRING 01 - ABANDONED,I,WL
CA5403110,0,WELL 01 - EAST - RAW,A,WL
CA5403110,1,WELL 02 - WEST,A,WL
CA5403113,0,WELL 01,A,WL
CA5403113,1,WELL 02,A,WL
CA5403113,2,WELL 03,A,WL
CA5403114,0,WELL 01-STBY,A,WL
CA5403114,1,WELL 02 (1 WELL W/ 2 PUMPS)-STBY,A,WL
CA5403114,2,WELL 03,A,WL
CA5403114,3,WELL 04,A,WL
CA5403116,0,WELL 02 - RAW,A,WL
CA5403116,1,WELL 01 - IRRIGATION/FIRE,I,WL
CA5403118,0,C/TULARE INTERTIE (EMERGENCY),A,CC
CA5403118,1,WELL 01 - RAW,A,WL
CA5403119,0,WELL 05,A,WL
CA5403119,1,WELL 03 - EAST - INACTIVE,I,WL
CA5403119,2,WELL 04 - WEST - INACTIVE,I,WL
CA5403120,0,WELL 01,A,WL
CA5403121,0,WELL 01 - RAW,A,WL
CA5403122,0,WELL 01,A,WL
CA5403126,0,WELL 01,A,WL
CA5403127,0,WELL 01,A,WL
CA5403130,0,WELL 01 - RAW,A,WL
CA5403131,0,WELL 02,A,WL
CA5403131,1,WELL 01 -INACTIVE,I,WL
CA5403132,0,WELL 01 - RAW,A,WL
CA5403135,0,WELL 01,A,WL
CA5403135,1,WELL 02,A,WL
CA5403137,0,WELL 01 - RAW,A,WL
CA5403138,0,WELL 01- OUTSIDE,A,WL
CA5403138,1,WELL 02 - INSIDE - STBY,A,WL
CA5403139,0,WELL 02 - RAW,A,WL
CA5403139,1,WELL 01 - INACTIVE,I,WL
CA5403139,2,WELL 03 - PENDING,P,WL
CA5403140,0,WELL 02 - RAW (2015),A,WL
CA5403140,1,WELL 01 - INACTIVE,I,WL
CA5403141,0,WELL 01 - RAW,A,WL
CA5403144,0,WELL 02- RAW (DOC'S CORNER),A,WL
CA5403144,1,WELL 01 - DESTROYED,I,WL
CA5403145,0,WELL 01 - RAW,A,WL
CA5403145,1,WELL 02 - RAW,A,WL
CA5403145,2,WELL 03 - RAW,A,WL
CA5403146,0,WELL 01 - RAW,A,WL
CA5403147,0,WELL 01,A,WL
CA5403148,0,WELL 01,A,WL
CA5403150,0,WELL 01,A,WL
CA5403151,0,WELL 01,A,WL
CA5403152,0,WELL 02 EAST,A,WL
CA5403152,1,WELL 01 NORTH - INACTIVE,I,WL
CA5403153,0,WELL 01,A,WL
CA5403154,0,WELL 02 - RAW,A,WL
CA5403154,1,WELL 01 - INACTIVE,I,WL
CA5403156,0,WELL 01,A,WL
CA5403159,0,WELL 01,A,WL
CA5403200,0,KAWEAH RIVER - RAW,A,IN
CA5403200,1,ROCK WELL - GWUDI - RAW - INAC,I,WL
CA5403201,0,WELL 01,A,WL
CA5403204,0,WELL 01 (LAGOON/FIRE SUPRESSION) - RAW,A,WL
CA5403204,1,WELL 02 (PRODUCTION WELL) - RAW,A,WL
CA5403205,0,WELL 01,A,WL
CA5403206,0,WELL 01 - RAW,A,WL
CA5403207,0,WELL 01 - RAW,A,WL
CA5403208,0,WELL 02,A,WL
CA5403208,1,WELL 01 - INACTIVE,I,WL
CA5403211,0,WELL 02 - WEST WELL,A,WL
CA5403211,1,WELL 03 - SOUTH,A,WL
CA5403211,2,WELL 01 - EAST WELL - INAC,I,WL
CA5403212,0,WELL 01,A,WL
CA5403213,0,WELL 01,A,WL
CA5403214,0,WELL 01,A,WL
CA5403215,0,WELL 01- NORTH WELL,A,WL
CA5403215,1,WELL 02 - WEST WELL,A,WL
CA5410001,0,WELL 05 - RAW,A,WL
CA5410001,1,WELL 09 - RAW,A,WL
CA5410001,2,WELL 03 - INACTIVE,I,WL
CA5410001,3,WELL 04 - INACTIVE - NITRATES,I,WL
CA5410001,4,WELL 06 - RAW (INACTIVE NO3 & DBCP),I,WL
CA5410001,5,WELL 08 - RAW - NVR PRD WL- TEST HOLE,I,WL
CA5410002,0,WELL 11 - RAW,A,WL
CA5410002,1,WELL 14 - RAW - BEFORE GAC,A,WL
CA5410002,2,WELL 15 - RAW,A,WL
CA5410002,3,WELL 16 - RAW,A,WL
CA5410002,4,WELL 17,A,WL
CA5410002,5,WELL 18 - RAW (DRY/PUMPING AIR),A,WL
CA5410002,6,WELL 19 - RAW,A,WL
CA5410002,7,WELL 20 - RAW,A,WL
CA5410002,8,WELL 01 - INACTIVE,I,WL
CA5410002,9,WELL 02 - AG/IRRIGATION - INACTIVE,I,WL
CA5410002,10,WELL 03-INAC SEP-09 HIGH NO3,I,WL
CA5410002,11,WELL 04 - DESTROYED,I,WL
CA5410002,12,WELL 05 - BEFORE GAC - INACTIVE,I,WL
CA5410002,13,WELL 06 - DESTROYED,I,WL
CA5410002,14,WELL 07 - AGRICULTURAL,I,WL
CA5410002,15,WELL 08 - DESTROYED,I,WL
CA5410002,16,WELL 09 - DESTROYED,I,WL
CA5410002,17,WELL 10 - DESTROYED,I,WL
CA5410002,18,WELL 12 - DESTROYED,I,WL
CA5410003,0,WELL E06W - RAW,A,WL
CA5410003,1,WELL E09W - RAW,A,WL
CA5410003,2,WELL E11W - RAW,A,WL
CA5410003,3,WELL E12W - RAW,A,WL
CA5410003,4,WELL E13W - RAW,A,WL
CA5410003,5,WELL E14W - RAW,A,WL
CA5410003,6,WELL 05 - INACTIVE,I,WL
CA5410003,7,WELL 07 - DESTROYED,I,WL
CA5410003,8,WELL E02W - INACTIVE,I,WL
CA5410003,9,WELL E10W - RAW INAC SEP-2011,I,WL
CA5410004,0,WELL 01A - RAW,A,WL
CA5410004,1,WELL 03A - RAW,A,WL
CA5410004,2,WELL 04A - RAW,A,WL
CA5410004,3,WELL 05A - RAW,A,WL
CA5410004,4,WELL 06A - RAW,A,WL
CA5410004,5,WELL 07A - RAW,A,WL
CA5410004,6,WELL 08A - RAW,A,WL
CA5410004,7,WELL 02 - DESTROYED,I,WL
CA5410006,0,FRIANT KERN CANAL (RAW),A,IN
CA5410006,1,WELL 14 (WALKER WELL) - RAW,A,WL
CA5410006,2,WELL 15 (CITY WELL) - RAW,A,WL
CA5410006,3,WELL 01 - DESTROYED,I,WL
CA5410006,4,WELL 02 - DESTROYED,I,WL
CA5410006,5,WELL 03 - DESTROYED,I,WL
CA5410006,6,WELL 04 - DESTROYED,I,WL
CA5410006,7,WELL 05 - DESTROYED,I,WL
CA5410006,8,WELL 06 - DESTROYED,I,WL
CA5410006,9,WELL 07 - DESTROYED,I,WL
CA5410006,10,WELL 08 - DESTROYED,I,WL
CA5410006,11,WELL 11 - RAW INAC-09,I,WL
CA5410006,12,WELL 13 - ABANDONED,I,WL
CA5410007,0,FRIANT KERN CANAL - RAW,A,IN
CA5410007,1,DUKE WELL - BEING DEVELOPED,I,WL
CA5410007,2,G STREET WELL - INACTIVE,I,WL
CA5410007,3,"N. SECT 8 WELL - INAC (NO3, DBCP)",I,WL
CA5410007,4,N. SECT 8 WELL 02 - INAC,I,WL
CA5410007,5,NORTH LINDSAY HEIGHTS WELL-INAC (NO3),I,WL
CA5410007,6,SOUTH LINDSAY HEIGHTS WELL-INAC (NO3),I,WL
CA5410007,7,SOUTH SECT 8 WELL - INAC (NO3),I,WL
CA5410007,8,STARK SEC 8 WELL - INAC (NO3),I,WL
CA5410007,9,STARK SEC 8 WELL 02 - INAC,I,WL
CA5410008,0,WELL 04-RAW,A,WL
CA5410008,1,WELL 05A-RAW,A,WL
CA5410008,2,WELL 07-STBY,A,WL
CA5410008,3,WELL 08-RAW,A,WL
CA5410008,4,WELL 10 - RAW,A,WL
CA5410008,5,WELL 02 - DESTROYED,I,WL
CA5410008,6,WELL 03 - DESTROYED,I,WL
CA5410008,7,WELL 05 - DESTROYED,I,WL
CA5410008,8,WELL 06 - INACTIVE,I,WL
CA5410008,9,WELL 09 - TEST HOLE,I,WL
CA5410009,0,WELL 02A,A,WL
CA5410009,1,WELL 03A,A,WL
CA5410009,2,WELL 04,A,WL
CA5410009,3,WELL 05 - RAW,A,WL
CA5410009,4,WELL 01-INAC 2012,I,WL
CA5410009,5,WELL 02 - DESTROYED,I,WL
CA5410009,6,WELL 03 - DESTROYED 99,I,WL
CA5410010,0,WELL AP-1 - RAW,A,WL
CA5410010,1,WELL AP-2 - RAW,A,WL
CA5410010,2,WELL C-10A - RAW,A,WL
CA5410010,3,WELL C-11 - RAW,A,WL
CA5410010,4,WELL C-12 - RAW - STANDBY (PCE),A,WL
CA5410010,5,WELL C-13 - RAW/ DOWN - PUMP FAILED,A,WL
CA5410010,6,WELL C-15 - RAW,A,WL
CA5410010,7,WELL C-16 - RAW,A,WL
CA5410010,8,WELL C-17 - RAW,A,WL
CA5410010,9,WELL C-18 - RAW,A,WL
CA5410010,10,WELL C-19 - RAW,A,WL
CA5410010,11,WELL C-1A - RAW,A,WL
CA5410010,12,WELL C-20 - RAW,A,WL
CA5410010,13,WELL C-21 - RAW,A,WL
CA5410010,14,WELL C-22 - RAW,A,WL
CA5410010,15,WELL C-23 - RAW,A,WL
CA5410010,16,WELL C-24 - RAW,A,WL
CA5410010,17,WELL C-25 - RAW,A,WL
CA5410010,18,WELL C-26 - RAW,A,WL
CA5410010,19,WELL C-27 - RAW,A,WL
CA5410010,20,WELL C-28 - RAW,A,WL
CA5410010,21,WELL C-29 - RAW,A,WL
CA5410010,22,WELL C-31 - RAW,A,WL
CA5410010,23,WELL C-32 - RAW,A,WL
CA5410010,24,WELL C-33 - RAW,A,WL
CA5410010,25,WELL C-3A - RAW,A,WL
CA5410010,26,WELL C-4 - RAW: DOWN - PUMP FAILURE 2015,A,WL
CA5410010,27,WELL C-6 - RAW,A,WL
CA5410010,28,WELL C-7 - RAW,A,WL
CA5410010,29,WELL C-8 - RAW,A,WL
CA5410010,30,WELL EP5,A,WL
CA5410010,31,WELL L-01 - RAW,A,WL
CA5410010,32,WELL L-05 - RAW/ DOWN - PUMP FAILURE,A,WL
CA5410010,33,WELL L-07 - RAW,A,WL
CA5410010,34,WELL L-08 - RAW,A,WL
CA5410010,35,WELL R-05 - RAW/DOWN -PUMP FAILED,A,WL
CA5410010,36,WELL R-07 - RAW,A,WL
CA5410010,37,WELL #(EPTCO1) EC-1 - INACTIVE `90,I,WL
CA5410010,38,WELL 01 - DESTROYED,I,WL
CA5410010,39,WELL 09 - DESTROYED,I,WL
CA5410010,40,WELL 10 - DESTROYED,I,WL
CA5410010,41,WELL 14 - DESTROYED,I,WL
CA5410010,42,WELL C-2 - RAW - INACTIVE (N03),I,WL
CA5410010,43,WELL C-5A - INACTIVE,I,WL
CA5410010,44,WELL EP1 - DESTROYED,I,WL
CA5410010,45,WELL EP2 - DESTROYED,I,WL
CA5410010,46,WELL EP3E - DESTROYED `90,I,WL
CA5410010,47,WELL EP4W - DESTROYED `90,I,WL
CA5410010,48,WELL L-02 - RAW INAC 2010,I,WL
CA5410010,49,WELL L-03 - INACTIVE,I,WL
CA5410010,50,WELL L-04 - INACTIVE,I,WL
CA5410010,51,WELL L-06 - INACTIVE `90,I,WL
CA5410010,52,WELL OHV-1 - DUST CONTROL - INACTIVE,I,WL
CA5410010,53,WELL PG-1 - PLEASANT GROVE 01-DESTROYED,I,WL
CA5410010,54,WELL R-01 - INACTIVE `91,I,WL
CA5410010,55,WELL R-02 - INACTIVE `91,I,WL
CA5410010,56,WELL R-03 - DESTROYED,I,WL
CA5410010,57,WELL R-04 - DESTROYED,I,WL
CA5410010,58,WELL R-06 - RAW INAC 2010,I,WL
CA5410010,59,WELL R-08 - DESTROYED `90,I,WL
CA5410010,60,WELL R-09 - DESTROYED `90,I,WL
CA5410011,0,TULE RIVER INTAKE - RAW,A,IN
CA5410012,0,FRIANT KERN CANAL - RAW,A,IN
CA5410012,1,WELL 02 - BEFORE NO3 BLND,A,WL
CA5410012,2,WELL 01 - INACTIVE (NO3),I,WL
CA5410012,3,WELL 03 - INACTIVE (NO3),I,WL
CA5410012,4,WELL 04 - INACTIVE (NO3),I,WL
CA5410012,5,WELL 05 - INACTIVE (NO3),I,WL
CA5410014,0,WELL 02 - RAW,A,WL
CA5410014,1,WELL 04 - RAW,A,WL
CA5410014,2,WELL 01 - DESTROYED,I,WL
CA5410014,3,WELL 03 - INACTIVE,I,WL
CA5410014,4,WELL 1A - TEST WELL ABND,I,WL
CA5410015,0,WELL 01 - UNTREATED,A,WL
CA5410015,1,WELL 02 - UNTREATED,A,WL
CA5410015,2,WELL 08 - UNTREATED,A,WL
CA5410015,3,WELL 11 - RAW,A,WL
CA5410015,4,WELL 12 - RAW,A,WL
CA5410015,5,WELL 13 - UNTREATED,A,WL
CA5410015,6,WELL 14 - RAW,A,WL
CA5410015,7,WELL 15 - RAW,A,WL
CA5410015,8,WELL 17 - UNTREATED,A,WL
CA5410015,9,WELL 20 - RAW (DBCP),A,WL
CA5410015,10,WELL 22 - RAW,A,WL
CA5410015,11,WELL 23 - UNTREATED,A,WL
CA5410015,12,WELL 24 - UNTREATED (OFFLINE),A,WL
CA5410015,13,WELL 26 - RAW,A,WL
CA5410015,14,WELL 27 - RAW,A,WL
CA5410015,15,WELL 31 - UNTREATED,A,WL
CA5410015,16,WELL 33 - RAW,A,WL
CA5410015,17,WELL 34 - RAW,A,WL
CA5410015,18,WELL 35 - RAW,A,WL
CA5410015,19,WELL 36 - RAW,A,WL
CA5410015,20,WELL 37 - RAW,A,WL
CA5410015,21,WELL 38 - RAW,A,WL
CA5410015,22,WELL 39 - RAW,A,WL
CA5410015,23,WELL 40 - RAW (ARSENIC),A,WL
CA5410015,24,WELL 42 - RAW,A,WL
CA5410015,25,WELL 43 - RAW (OFFLINE NO3),A,WL
CA5410015,26,WELL 44 - RAW,A,WL
CA5410015,27,WELL 45 - RAW,A,WL
CA5410015,28,WELL 03 - DESTROYED,I,WL
CA5410015,29,WELL 04 - DESTROYED,I,WL
CA5410015,30,WELL 05 - DESTROYED,I,WL
CA5410015,31,WELL 06 - DESTROYED,I,WL
CA5410015,32,WELL 07 - DESTROYED,I,WL
CA5410015,33,WELL 09 - DESTROYED,I,WL
CA5410015,34,WELL 10 - DESTROYED,I,WL
CA5410015,35,WELL 16 - DESTROYED,I,WL
CA5410015,36,WELL 19 - DESTROYED,I,WL
CA5410015,37,WELL 21 - INACTIVE (WWTP),I,WL
CA5410015,38,WELL 25 (4) - RAW (KRAFT) INAC 2010,I,WL
CA5410015,39,WELL 28A - DESTROYED,I,WL
CA5410015,40,WELL 28B - DESTROYED,I,WL
CA5410015,41,WELL 29A - DESTROYED,I,WL
CA5410015,42,WELL 29B - DESTROYED,I,WL
CA5410015,43,WELL 30A - DESTROYED,I,WL
CA5410015,44,WELL 30B - DESTROYED,I,WL
CA5410015,45,WELL 32 - DESTROYED,I,WL
CA5410015,46,WELL 44 - INACTIVE (WWTP),I,WL
CA5410015,47,WELL 46 - RAW - PENDING,P,WL
CA5410015,48,WELL 47 - PENDING - RAW,P,WL
CA5410016,0,WELL 07-01 - RAW,A,WL
CA5410016,1,WELL 11-02 - BEFORE_GAC-TCP,A,WL
CA5410016,2,WELL 12-01 - RAW,A,WL
CA5410016,3,WELL 13-01 - BEFORE_GAC-TCP & PCE,A,WL
CA5410016,4,WELL 14-01 - RAW,A,WL
CA5410016,5,WELL 15-01 - RAW,A,WL
CA5410016,6,WELL 16-02 - RAW,A,WL
CA5410016,7,WELL 19-01 - BEFORE_GAC-TCP,A,WL
CA5410016,8,WELL 20-01 - RAW,A,WL
CA5410016,9,WELL 22-01 - RAW,A,WL
CA5410016,10,WELL 23-01 - BEFORE_GAC-TCP,A,WL
CA5410016,11,WELL 24-01 - RAW,A,WL
CA5410016,12,WELL 25-01 - BEFORE PCE TRT,A,WL
CA5410016,13,WELL 26-01 - RAW,A,WL
CA5410016,14,WELL 27-01 - BEFORE_GAC-TCP,A,WL
CA5410016,15,WELL 30-01 - RAW,A,WL
CA5410016,16,WELL 31-01,A,WL
CA5410016,17,WELL 32-01 - BEFORE PCE TRT,A,WL
CA5410016,18,WELL 33-02 (OAKRCH),A,WL
CA5410016,19,WELL 34-01 - BEFORE_GAC-TCP,A,WL
CA5410016,20,WELL 36-01 - RAW,A,WL
CA5410016,21,WELL 37-01 - RAW,A,WL
CA5410016,22,WELL 38-01 - RAW,A,WL
CA5410016,23,WELL 39-01 - RAW,A,WL
CA5410016,24,WELL 40-01 - BEFORE_GAC-TCP,A,WL
CA5410016,25,WELL 41-01 - BEFORE_GAC-TCP,A,WL
CA5410016,26,WELL 42-01 - RAW (OAKRCH),A,WL
CA5410016,27,WELL 45-01 - RAW,A,WL
CA5410016,28,WELL 46-01 - RAW,A,WL
CA5410016,29,WELL 47-01 - RAW,A,WL
CA5410016,30,WELL 48-01 - RAW,A,WL
CA5410016,31,WELL 49-01 - RAW,A,WL
CA5410016,32,WELL 50-01 - RAW,A,WL
CA5410016,33,WELL 51-01 - RAW,A,WL
CA5410016,34,WELL 52-01 - RAW,A,WL
CA5410016,35,WELL 53-01 - RAW,A,WL
CA5410016,36,WELL 55-02 - RAW,A,WL
CA5410016,37,WELL 56-01 - RAW,A,WL
CA5410016,38,WELL 57-01,A,WL
CA5410016,39,WELL 57-02,A,WL
CA5410016,40,WELL 58-01,A,WL
CA5410016,41,WELL 60-01 - RAW,A,WL
CA5410016,42,WELL 61-01 - RAW,A,WL
CA5410016,43,WELL 62-01 - RAW,A,WL
CA5410016,44,WELL 64-01 - RAW,A,WL
CA5410016,45,WELL 70-01 - RAW,A,WL
CA5410016,46,WELL 72-01 - RAW,A,WL
CA5410016,47,WELL 77-01 - STBY,A,WL
CA5410016,48,WELL 78-01 - RAW,A,WL
CA5410016,49,WELL 79-01 - BEFORE_GAC-TCP,A,WL
CA5410016,50,WELL 80-01 - RAW,A,WL
CA5410016,51,WELL 81-01 - RAW,A,WL
CA5410016,52,WELL 82-01 - BEFORE_GAC-TCP,A,WL
CA5410016,53,WELL 83-01 - BEFORE _GAC-TCP,A,WL
CA5410016,54,WELL 91-01 - RAW,A,WL
CA5410016,55,WELL 93-01 - RAW,A,WL
CA5410016,56,WELL 94-01 - RAW,A,WL
CA5410016,57,WELL 95-01 - RAW,A,WL
CA5410016,58,WELL 97-01 - RAW,A,WL
CA5410016,59,GOSHEN WELL 01 - DESTROYED,I,WL
CA5410016,60,OLD WELL 01 - WREN - DESTROYED 1977,I,WL
CA5410016,61,STA 85-01 - DESTROYED 2007,I,WL
CA5410016,62,WELL 01-06 - DESTROYED,I,WL
CA5410016,63,WELL 02-03 - INACTIVE (PCE),I,WL
CA5410016,64,WELL 03-03 - INAC_2016,I,WL
CA5410016,65,WELL 04-03 - DESTROYED,I,WL
CA5410016,66,WELL 04-04 - DESTROYED,I,WL
CA5410016,67,WELL 05-02 - DESTROYED,I,WL
CA5410016,68,WELL 05-03 - DESTROYED,I,WL
CA5410016,69,WELL 06-02 - INAC_2016,I,WL
CA5410016,70,WELL 06-03 - DEAD_2015,I,WL
CA5410016,71,WELL 08-01 - DESTROYED,I,WL
CA5410016,72,WELL 086-01 - INACTIVE,I,WL
CA5410016,73,WELL 087-01 - INACTIVE,I,WL
CA5410016,74,WELL 088-01 - INACTIVE,I,WL
CA5410016,75,WELL 09-01 - INAC-2018,I,WL
CA5410016,76,WELL 11-01 - DESTROYED,I,WL
CA5410016,77,WELL 16-01 - RAW - DESTROYED,I,WL
CA5410016,78,WELL 17-01 - RAW - INACTIVE,I,WL
CA5410016,79,WELL 18-01 - RAW INAC-2018,I,WL
CA5410016,80,WELL 21-01 - DEAD_2015,I,WL
