pws_id,activity_date,federal_type,primary_source,principal_county_served,state_type,status,water_system_name,water_system_no
CA1000641,2018-08-14,NTNC,GW,FRESNO,NTNC,A,LARRY A SHEHADEY DAIRY,CA1000641
CA1000643,2018-07-19,NTNC,GW,FRESNO,NTNC,A,OPEN SKY RANCH,CA1000643
CA1000644,2018-07-01,NC,GW,FRESNO,NC,A,IMMANUEL SPORTS COMPLEX,CA1000644
CA1000645,2018-10-31,NTNC,SW,FRESNO,NTNC,A,"GRANVILLE FARMS, LLC",CA1000645
CA1000646,2018-04-27,NC,GW,FRESNO,NC,A,E-Z TRIP,CA1000646
CA1000650,2018-12-27,NC,GW,FRESNO,NC,A,ADAM'S MARKET,CA1000650
CA1009006,1983-01-27,C,SW,FRESNO,C,A,PAPPAS & CO (COALINGA),CA1009006
CA1009016,1992-12-21,NP,,FRESNO,,A,HARLAN RANCH COMPANY,CA1009016
CA1009020,1979-03-22,C,GW,FRESNO,C,A,FIVE POINTS RANCH,CA1009020
CA1009021,1999-12-03,NP,,FRESNO,,A,BRITZ/ADAMS SYSTEM,CA1009021
CA1009023,1979-03-22,C,SW,FRESNO,C,A,BRITZ/COLUSA,CA1009023
CA1009024,2000-04-26,NP,,FRESNO,,A,BARLOW BROTHERS,CA1009024
CA1009027,1979-03-22,C,SW,FRESNO,C,A,HARRIS FARMS HEADQUARTERS,CA1009027
CA1009028,1979-03-22,C,SW,FRESNO,C,A,HARRIS FARMS SOUTH #101-144,CA1009028
CA1009032,2000-04-26,NP,,FRESNO,,A,MURRIETA/SECTION 22 NORTH CAMP,CA1009032
CA1009039,1979-03-22,C,SW,FRESNO,C,A,PAPPAS & CO (MENDOTA),CA1009039
CA1009042,2000-04-26,NP,,FRESNO,,A,VERWEY & SONS DAIRY,CA1009042
CA1009051,1979-03-22,C,GW,FRESNO,C,A,"CANTUA CREEK VINEYARDS, IV, LLC.",CA1009051
CA1009069,1999-12-03,NP,,FRESNO,,A,ESTRADA WATER SYSTEM,CA1009069
CA1009078,1979-03-22,C,SW,FRESNO,C,A,HARRIS FEEDING COMPANY,CA1009078
CA1009083,2000-04-26,NP,,FRESNO,,A,J&M BRITTON,CA1009083
CA1009085,1981-01-05,NP,,FRESNO,,A,CREEKSIDE FARMS LLC F,CA1009085
CA1009087,1979-03-22,NP,,FRESNO,,A,EAB FARMS,CA1009087
CA1009091,1999-06-24,NTNC,GW,FRESNO,NTNC,A,"OLAM SPICES AND VEGETABLES, INC.",CA1009091
CA1009111,1979-03-22,C,SW,FRESNO,C,A,SCE/BIG CREEK POWERHOUSE #1,CA1009111
CA1009120,1979-03-22,C,GW,FRESNO,C,A,RAU DAIRY,CA1009120
CA1009125,1979-03-22,NP,,FRESNO,,A,R&S FARMS,CA1009125
CA1009129,1979-03-22,NC,SW,FRESNO,NC,A,PG&E BALCH CAMP,CA1009129
CA1009147,1979-03-22,C,SW,FRESNO,C,A,FARMING D,CA1009147
CA1009150,2000-04-26,NP,,FRESNO,,A,PANOCHE FARMING CO/DOUGLAS,CA1009150
CA1009171,2000-04-26,NP,,FRESNO,,A,G-2 FARMS,CA1009171
CA1009179,1980-06-27,C,SW,FRESNO,C,A,BRITZ/FIVE POINT SYSTEM,CA1009179
CA1009210,1979-03-22,NP,,FRESNO,,A,DE GROOT & SON DAIRY,CA1009210
CA1009214,1979-03-22,C,SW,FRESNO,C,A,WESTSIDE HARVESTING,CA1009214
CA1009222,1979-03-22,C,SW,FRESNO,C,A,TERRA LINDA FARMS,CA1009222
CA1009232,1979-03-22,C,SW,FRESNO,C,A,SUMNER PECK RANCH,CA1009232
CA1009255,1999-12-03,NP,,FRESNO,,A,SOUTH CAMP,CA1009255
CA1009256,1981-11-30,NC,GW,FRESNO,NC,A,PG&E HELMS HQ/POWERHOUSE,CA1009256
CA1009257,2000-04-26,NP,,FRESNO,,A,WOOD FARMS,CA1009257
CA1009258,1987-03-11,C,SW,FRESNO,C,A,SAN ANDREAS FARMS,CA1009258
CA1009268,1980-06-27,NP,,FRESNO,,A,BRITZ/DEL NORTE,CA1009268
CA1009281,1981-01-05,C,SW,FRESNO,C,A,HAMMONDS RANCH,CA1009281
CA1009288,1999-12-03,NP,,FRESNO,,A,N F DAVIS DRIER & ELEVATOR,CA1009288
CA1009298,1999-12-03,NP,,FRESNO,,A,BROADVIEW WATER DISTRICT,CA1009298
CA1009299,1983-01-27,NP,,FRESNO,,A,BRITZ/SAND RANCH FARMS,CA1009299
CA1010001,1976-01-01,C,GW,FRESNO,C,A,BAKMAN WATER COMPANY,CA1010001
CA1010003,1976-01-01,C,SW,FRESNO,C,A,CITY OF CLOVIS,CA1010003
CA1010004,1976-01-01,C,SW,FRESNO,C,A,COALINGA-CITY,CA1010004
CA1010005,1976-01-01,C,GW,FRESNO,C,A,FIREBAUGH CITY,CA1010005
CA1010006,1976-01-01,C,GW,FRESNO,C,A,CITY OF FOWLER,CA1010006
CA1010007,1976-01-01,C,SW,FRESNO,C,A,CITY OF FRESNO,CA1010007
CA1010013,1976-01-01,C,SW,FRESNO,C,A,"HUME LAKE CHRISTIAN CAMPS, INC",CA1010013
CA1010017,1979-03-22,C,GW,FRESNO,C,A,FCWWD #41/SHAVER LAKE,CA1010017
CA1010018,1976-01-01,C,GW,FRESNO,C,A,"KERMAN, CITY OF",CA1010018
CA1010019,1976-01-01,C,GW,FRESNO,C,A,"KINGSBURG, CITY OF",CA1010019
CA1010020,1976-01-01,C,GW,FRESNO,C,A,LATON COMMUNITY SERVICES DISTRICT,CA1010020
CA1010021,1979-03-22,C,GW,FRESNO,C,A,"MENDOTA, CITY OF",CA1010021
CA1010023,1976-01-01,C,SW,FRESNO,C,A,CITY OF ORANGE COVE,CA1010023
CA1010024,1976-01-01,C,GW,FRESNO,C,A,CWS - SELMA,CA1010024
CA1010025,1976-01-01,C,GW,FRESNO,C,A,CITY OF PARLIER,CA1010025
CA1010026,1976-01-01,C,GW,FRESNO,C,A,PINEDALE COUNTY WATER DISTRICT,CA1010026
CA1010027,1976-01-01,C,GW,FRESNO,C,A,"REEDLEY, CITY OF",CA1010027
CA1010028,1976-01-01,C,GW,FRESNO,C,A,RIVERDALE PUBLIC UTILITY DISTRICT,CA1010028
CA1010029,1976-01-01,C,GW,FRESNO,C,A,CITY OF SANGER,CA1010029
CA1010030,1976-01-01,C,GW,FRESNO,C,A,TRANQUILLITY IRRIGATION DISTRICT,CA1010030
CA1010034,1976-01-01,C,GW,FRESNO,C,A,"SAN JOAQUIN, CITY OF",CA1010034
CA1010035,1976-01-01,C,GW,FRESNO,C,A,DEL REY COMMUNITY SERV DIST,CA1010035
CA1010039,1976-01-01,C,GW,FRESNO,C,A,CARUTHERS COMM SERV DIST,CA1010039
CA1010042,1976-01-01,C,GW,FRESNO,C,A,MALAGA COUNTY WATER DISTRICT,CA1010042
CA1010044,1976-01-01,C,SW,FRESNO,C,A,"HURON, CITY OF",CA1010044
CA1010049,1976-01-01,C,GW,FRESNO,C,A,BIOLA COMMUNITY SERVICES DIST,CA1010049
CA1010051,1976-01-01,C,SW,FRESNO,C,A,FCWWD #18/FRIANT,CA1010051
CA1010052,1991-06-18,C,GW,FRESNO,C,A,SIERRA CEDARS CSD,CA1010052
CA1010053,1991-06-18,NTNC,GW,FRESNO,C,A,SHAVER LAKE HEIGHTS MWC,CA1010053
CA1010055,1976-01-01,C,GW,FRESNO,C,A,FCSA #47/QUAIL LAKE ESTATES,CA1010055
CA1010057,1976-01-01,NTNC,GW,FRESNO,NTNC,A,FRESNO CITY WASTEWATER PLANT,CA1010057
CA1010060,2010-10-20,NC,GW,FRESNO,NC,A,FRESNO POLICE TRAINING FACILITY,CA1010060
CA1010062,2018-06-08,C,GW,FRESNO,C,A,FCWWD #18/MIRA BELLA,CA1010062
CA1010339,1993-07-01,C,GW,FRESNO,C,A,CALIFORNIA STATE UNIVERSITY FRESNO,CA1010339
CA1010500,1976-01-01,NC,SW,FRESNO,NC,A,NPS-SHEEP CREEK,CA1010500
CA1010501,1976-01-01,C,GW,FRESNO,C,A,NPS-GRANT GROVE,CA1010501
CA1010800,1976-01-01,C,GW,FRESNO,C,A,CAL FIRE - MIRAMONTE CONSERVATION CAMP,CA1010800
CA1090001,1995-12-28,NP,,FRESNO,RW,A,COPPER RIVER RANCH WRF,CA1090001
CA1090002,1995-12-28,NP,,FRESNO,RW,A,QUAIL LAKE ESTATES WRF,CA1090002
CA1090003,1976-01-01,NP,,FRESNO,RW,A,BALL RANCH WASTEWATER TREATMENT FACILITY,CA1090003
CA1090004,1976-01-01,NP,,FRESNO,RW,A,PLEASANT VALLEY STATE PRISON,CA1090004
CA1090005,1976-01-01,NP,,FRESNO,RW,A,DEL REY CSD WASTEWATER TREATMENT PLANT,CA1090005
CA1090006,1976-01-01,NP,,FRESNO,RW,A,CITY OF KERMAN - RECLAMATION,CA1090006
CA1090007,1998-07-01,NP,,FRESNO,RW,A,FRESNO COUNTY GENERAL SERVICES DEPT.,CA1090007
CA1090008,1976-01-01,NP,,FRESNO,RW,A,KESTERSON DEVELOPMENT,CA1090008
CA1090009,2001-03-09,NP,,FRESNO,RW,A,FRESNO CLOVIS REGIONAL WWTF,CA1090009
CA1090010,1976-01-01,NP,,FRESNO,RW,A,CDC COALINGA SECURE TREATMENT FACILITY,CA1090010
CA1090011,1976-01-01,NP,,FRESNO,RW,A,CITY OF SAN JOAQUIN - RECYCLED WATER,CA1090011
CA1090012,1976-01-01,NP,,FRESNO,RW,A,HUME LAKE CHRISTIAN CAMP,CA1090012
CA1090013,2003-05-01,NP,,FRESNO,RW,A,CITY OF ORANGE COVE,CA1090013
CA1090014,1976-01-01,NP,,FRESNO,RW,A,CITY OF CLOVIS,CA1090014
CA1090016,1976-01-01,NP,,FRESNO,RW,A,RIVERDALE PUBLIC UTILITY DISTRICT,CA1090016
CA1090017,2009-05-19,NP,,FRESNO,RW,A,HARRIS RANCH INN AND RESTAURANT,CA1090017
CA1090018,2013-09-26,NP,,FRESNO,RW,A,FRIANT RANCH LP_FCWWD 18,CA1090018
CA1090019,2014-05-19,NP,,FRESNO,RW,A,CITY OF COALINGA RECYCLED WATER,CA1090019
CA1090020,2015-05-07,NP,,FRESNO,RW,A,SCE BIGCREEKPOWERHOUSE#1 RECYCLED WATER,CA1090020
CA1090021,2017-03-06,NP,,FRESNO,RW,A,CITY OF HURON - RECYCLED WATER,CA1090021
CA1090484,2001-11-01,NP,,FRESNO,RW,A,FCSA#34/ MILLERTON NEW TOWN,CA1090484
CA1100101,2014-08-07,NTNC,GW,GLENN,NTNC,A,CARRIERE FAMILY FARMS,CA1100101
CA1100102,2014-10-03,NTNC,GW,GLENN,NTNC,A,SYNGENTA SEEDS - GLENN PLANT,CA1100102
CA1100103,2015-09-23,NC,GW,GLENN,NC,A,ORLAND LDS CHURCH,CA1100103
CA1100104,2016-09-01,NTNC,GW,GLENN,NTNC,A,WILLOW CREEK CHRISTIAN SCHOOL,CA1100104
CA1100203,1986-03-28,C,GW,GLENN,C,A,ARTOIS COMMUNITY S.D.,CA1100203
CA1100221,1986-03-28,NC,GW,GLENN,NC,A,GLENN GOLF & COUNTRY CLUB,CA1100221
CA1100229,1976-01-01,NC,GW,GLENN,NC,A,THUNDERHILL RACEWAY,CA1100229
CA1100232,1986-03-28,NTNC,GW,GLENN,NTNC,A,JOHNS MANVILLE,CA1100232
CA1100237,1986-03-28,C,GW,GLENN,C,A,WILLOWS MOBILE HOME COMMUNITY & RV PARK,CA1100237
CA1100250,1986-03-28,NC,GW,GLENN,NC,A,SACRAMENTO NAT. WILDLIFE REFUGE,CA1100250
CA1100254,1986-03-28,C,GW,GLENN,C,A,VOYLES TRAILER PARK,CA1100254
CA1100257,1986-03-28,NC,GW,GLENN,NC,A,CALTRANS-WILLOWS RESTSTOP-NB,CA1100257
CA1100258,1986-03-28,NC,GW,GLENN,NC,A,CALTRANS-WILLOWS RESTSTOP-SB,CA1100258
CA1100404,1986-03-28,C,GW,GLENN,C,A,DEL ORO WC - BLACK BUTTE DISTRICT,CA1100404
CA1100405,1986-10-23,C,GW,GLENN,C,A,BLACK BUTTE MOBILE H.P.,CA1100405
CA1100413,1986-03-28,C,GW,GLENN,C,A,COUNTRY LEISURE MOBILE ESTATES,CA1100413
CA1100436,1986-03-28,C,GW,GLENN,C,A,ORLAND OAKS MHP,CA1100436
CA1100439,1986-03-28,NC,GW,GLENN,NC,A,THE PARKWAY RV RESORT,CA1100439
CA1100440,1986-03-28,NTNC,GW,GLENN,NTNC,A,LAKE ELEMENTARY SCHOOL,CA1100440
CA1100443,1986-03-28,NC,GW,GLENN,NC,A,"ORLAND LIVESTOCK COMM. YARD, INC.",CA1100443
CA1100444,1986-03-28,C,GW,GLENN,C,A,ORLAND ESTATES MOBILE H.P.,CA1100444
CA1100445,1986-03-28,C,GW,GLENN,C,A,ORLAND MOBILE H.P.,CA1100445
CA1100448,1986-03-28,NTNC,GW,GLENN,NTNC,A,PLAZA ELEMENTARY SCHOOL,CA1100448
CA1100452,1986-03-28,C,GW,GLENN,C,A,SHADY OAKS TRAILER PARK,CA1100452
CA1100527,1981-11-30,NTNC,GW,GLENN,NTNC,A,CAPAY JOINT UNION ELEM. SCHOOL,CA1100527
CA1100616,1986-03-28,C,SW,GLENN,C,A,ELK CREEK COMMUNITY S.D.,CA1100616
CA1100642,1986-03-28,NC,GW,GLENN,NC,A,"BLACK BUTTE LK, ORLAND BUTTES CAMPGROUND",CA1100642
CA1100709,1992-12-23,NC,GW,GLENN,NC,A,AFTON STORE,CA1100709
CA1100711,1986-03-28,C,GW,GLENN,C,A,BUTTE CITY COMMUNITY S.D.,CA1100711
CA1100749,1986-03-28,NTNC,GW,GLENN,NTNC,A,RIVER VALLEY CHRISTIAN SCHOOL,CA1100749
CA1105001,1996-01-01,NTNC,GW,GLENN,NTNC,A,SOUTH WILLOWS INDUSTRIAL PARK,CA1105001
CA1105003,1998-08-01,NTNC,GW,GLENN,NTNC,A,"CITY OF ORLAND, HAIGH FIELD PARK",CA1105003
CA1105005,2015-11-02,NTNC,GW,GLENN,NTNC,A,OLIVAREZ HONEY BEES,CA1105005
CA1110001,1979-03-22,C,GW,GLENN,C,A,CITY OF ORLAND,CA1110001
CA1110002,1979-03-22,C,GW,GLENN,C,A,CAL-WATER SERVICE CO.-HAMILTON CITY,CA1110002
CA1110003,1979-03-22,C,GW,GLENN,C,A,CAL-WATER SERVICE CO.-WILLOWS,CA1110003
CA1110300,1993-11-16,NC,GW,GLENN,NC,A,IRVINE FINCH RIVER ACCESS,CA1110300
CA1110800,1992-12-15,NTNC,GW,GLENN,NTNC,A,CAL FIRE - VALLEY VIEW C.C,CA1110800
CA1200500,1981-11-30,NC,GW,HUMBOLDT,NC,A,SYLVAN HARBOR TRAILER PARK,CA1200500
CA1200501,1979-03-22,C,SW,HUMBOLDT,C,A,ALDERPOINT COUNTY WATER,CA1200501
CA1200509,1979-03-22,NC,GW,HUMBOLDT,NC,A,HEARTWOOD INSTITUTE,CA1200509
CA1200518,1979-03-22,C,GW,HUMBOLDT,C,A,RIVERSIDE CSD,CA1200518
CA1200522,1979-03-22,NTNC,GW,HUMBOLDT,NTNC,A,WHITETHORN ELEMENTARY SCHOOL,CA1200522
CA1200538,1979-03-22,C,GW,HUMBOLDT,C,A,MYERS FLAT M.W.S. INC.,CA1200538
CA1200541,1979-03-22,C,SW,HUMBOLDT,C,A,PHILLIPSVILLE C.S.D.,CA1200541
CA1200544,1979-03-22,C,SW,HUMBOLDT,C,A,REDCREST WATER WORKS,CA1200544
CA1200546,1980-06-27,NTNC,GW,HUMBOLDT,NTNC,A,CASTERLIN SCHOOL,CA1200546
CA1200547,1979-03-22,C,GW,HUMBOLDT,C,A,MILL CREEK M.W.C.,CA1200547
CA1200553,1979-03-22,C,SW,HUMBOLDT,C,A,WEOTT C.S.D.,CA1200553
CA1200566,1979-03-22,C,SW,HUMBOLDT,C,A,ORLEANS MUTUAL WATER CO.,CA1200566
CA1200579,2015-11-05,NTNC,GW,HUMBOLDT,NTNC,A,M.F. MITCHELL & COMPANY,CA1200579
CA1200587,1979-03-22,C,SW,HUMBOLDT,C,A,BRICELAND C.S.D.,CA1200587
CA1200588,1979-03-22,C,SW,HUMBOLDT,C,A,SEAWOOD ESTATES MUTUAL WATER COMPANY,CA1200588
CA1200590,1979-03-22,C,GW,HUMBOLDT,C,A,MOONSTONE HEIGHTS MWA,CA1200590
CA1200591,1979-03-22,C,GW,HUMBOLDT,C,A,BIG LAGOON PARK WATER CO.,CA1200591
CA1200592,1979-03-22,C,GW,HUMBOLDT,C,A,BIG LAGOON CSD,CA1200592
CA1200597,1979-03-22,NC,GW,HUMBOLDT,NC,A,RICHARDSON GROVE CAMPGROUND & RV PARK,CA1200597
CA1200600,1979-03-22,NC,SW,HUMBOLDT,NC,A,BOISE CREEK CG-SNRF,CA1200600
CA1200637,1980-06-27,NC,GW,HUMBOLDT,NC,A,DEAN CREEK RESORT,CA1200637
CA1200643,1979-03-22,C,SW,HUMBOLDT,C,A,BEACH CREEK MOBILE HOME PARK,CA1200643
CA1200648,2014-08-04,NC,GU,HUMBOLDT,NC,A,RIDGETOP CAFE,CA1200648
CA1200671,1979-03-22,C,SW,HUMBOLDT,C,A,BENBOW-DEL ORO W.C.,CA1200671
CA1200681,1980-06-27,NTNC,GW,HUMBOLDT,NTNC,A,CUDDEBACK GRAMMAR SCHOOL,CA1200681
CA1200684,1979-03-22,NTNC,GW,HUMBOLDT,NTNC,A,MATTOLE ELEMENTARY SCHOOL,CA1200684
CA1200687,1979-03-22,C,GW,HUMBOLDT,C,A,RIVERBEND MOBILE HOME PARK,CA1200687
CA1200689,2013-10-29,NC,GW,HUMBOLDT,NC,A,HONEYDEW COUNTRY STORE,CA1200689
CA1200701,1979-03-22,C,GW,HUMBOLDT,C,A,ORICK C.S.D.,CA1200701
CA1200704,1979-03-22,NC,SW,HUMBOLDT,NC,A,AZALEA GLEN,CA1200704
CA1200705,1979-03-22,NC,GU,HUMBOLDT,NC,A,EMERALD FOREST,CA1200705
CA1200706,1979-03-22,C,SW,HUMBOLDT,C,A,TRINIDAD EXTENDED STAY RV,CA1200706
CA1200707,1979-03-22,C,GW,HUMBOLDT,C,A,MIRANDA C.S.D.,CA1200707
CA1200710,1981-01-05,NC,GW,HUMBOLDT,NC,A,VIEW CREST LODGE,CA1200710
CA1200715,1979-03-22,C,GW,HUMBOLDT,C,A,GREEN DIAMOND RESOURCE COMPANY - KORBEL,CA1200715
CA1200718,1979-03-22,C,GW,HUMBOLDT,C,A,WADDINGTON W.W.,CA1200718
CA1200728,1980-06-27,NC,GW,HUMBOLDT,NC,A,SOUNDS OF THE SEAS W. S.,CA1200728
CA1200729,1983-01-27,C,SW,HUMBOLDT,C,A,ORLEANS C.S.D.,CA1200729
CA1200733,1981-01-05,NC,SW,HUMBOLDT,NC,A,FISH LAKE CG - SRNF,CA1200733
CA1200751,2014-05-22,NC,SW,HUMBOLDT,NC,A,CHIMNEY TREE,CA1200751
CA1200754,1983-01-27,NC,GW,HUMBOLDT,NC,A,CALTRANS-TRINIDAD NB,CA1200754
CA1200772,1984-01-21,NC,SW,HUMBOLDT,NC,A,OCEAN GROVE LODGE,CA1200772
CA1200773,1984-01-21,NC,GW,HUMBOLDT,NC,A,TRIUMPHANT LIFE CAMP,CA1200773
CA1200776,1983-06-30,NC,GW,HUMBOLDT,NC,A,A W WAY - HUMBOLDT CO. PARKS,CA1200776
CA1200778,1985-08-14,NTNC,GW,HUMBOLDT,NTNC,A,BRIDGEVILLE ELEM. SCHOOL,CA1200778
CA1200793,1985-06-21,NC,GW,HUMBOLDT,NC,A,MERRYMAN'S RESTAURANT,CA1200793
CA1200798,1985-08-13,NC,GW,HUMBOLDT,NC,A,VAN DUZEN - HUMBOLDT CO. PARKS,CA1200798
CA1200817,1987-03-26,NTNC,GW,HUMBOLDT,NTNC,A,KNEELAND SCHOOL,CA1200817
CA1200823,2018-01-12,NC,GW,HUMBOLDT,NC,A,ANGELINA,CA1200823
CA1200831,1992-12-21,NC,SW,HUMBOLDT,NC,A,LARRUPIN CAFE,CA1200831
CA1206001,1976-01-01,NC,GW,HUMBOLDT,NC,A,REDWOOD EMPIRE G&CC,CA1206001
CA1206002,1996-03-20,C,SW,HUMBOLDT,C,A,PALOMINO ESTATES M.W.C.,CA1206002
CA1206004,1976-01-01,C,GW,HUMBOLDT,C,A,PALMER CREEK CSD,CA1206004
CA1206005,1997-07-01,NC,GW,HUMBOLDT,NC,A,BIG LAGOON - HUMBOLDT CO. PARKS,CA1206005
CA1206011,2006-03-16,NC,GW,HUMBOLDT,NC,A,ANCIENT REDWOODS RESORT,CA1206011
CA1206012,1976-01-01,NTNC,SW,HUMBOLDT,NTNC,A,WHITETHORN CONSTRUCTION,CA1206012
CA1206013,2011-12-08,NC,GU,HUMBOLDT,NC,A,ELK COUNTRY RV RESORT AND CAMPGROUND,CA1206013
CA1206014,2016-12-28,NC,GW,HUMBOLDT,NC,A,KING RANGE ADMIN-BLM,CA1206014
CA1210001,1976-01-01,C,GW,HUMBOLDT,C,A,"ARCATA, CITY OF",CA1210001
CA1210002,1976-01-01,C,GWP,HUMBOLDT,C,A,"BLUE LAKE, CITY OF",CA1210002
CA1210004,1976-01-01,C,GWP,HUMBOLDT,C,A,"EUREKA, CITY OF",CA1210004
CA1210006,1976-01-01,C,GW,HUMBOLDT,C,A,"FORTUNA, CITY OF",CA1210006
CA1210007,1976-01-01,C,GW,HUMBOLDT,C,A,DEL ORO WATER CO-FERNDALE,CA1210007
CA1210008,1976-01-01,C,SW,HUMBOLDT,C,A,GARBERVILLE SANITARY DISTRICT,CA1210008
CA1210009,1976-01-01,C,GW,HUMBOLDT,C,A,HUMBOLDT C.S.D.,CA1210009
CA1210010,1976-01-01,C,SW,HUMBOLDT,C,A,SCOTIA CSD,CA1210010
CA1210011,1976-01-01,C,SW,HUMBOLDT,C,A,REDWAY C.S.D.,CA1210011
CA1210012,1976-01-01,C,SW,HUMBOLDT,C,A,"RIO DELL, CITY OF",CA1210012
CA1210013,1976-01-01,C,GW,HUMBOLDT,C,A,HUMBOLDT BAY MWD,CA1210013
CA1210015,1976-01-01,C,GU,HUMBOLDT,C,A,WILLOW CREEK C.S.D.,CA1210015
CA1210016,1976-01-01,C,GWP,HUMBOLDT,C,A,MCKINLEYVILLE C.S.D.,CA1210016
CA1210017,1976-01-01,C,GWP,HUMBOLDT,C,A,MANILA COMMUNITY SERVICES DIST.,CA1210017
CA1210018,1976-01-01,C,SW,HUMBOLDT,C,A,"TRINIDAD, CITY OF",CA1210018
CA1210019,1976-01-01,C,GW,HUMBOLDT,C,A,HYDESVILLE CO. W.D.,CA1210019
CA1210020,1976-01-01,C,GWP,HUMBOLDT,C,A,FIELDBROOK GLENDALE C.S.D.,CA1210020
CA1210021,1976-01-01,C,GWP,HUMBOLDT,C,A,JACOBY CREEK CSD,CA1210021
CA1210022,1976-01-01,C,SW,HUMBOLDT,C,A,RESORT IMPROVEMENT DISTRICT #1,CA1210022
CA1210023,1976-01-01,C,GW,HUMBOLDT,C,A,LOLETA C.S.D.,CA1210023
CA1210024,1976-01-01,C,SW,HUMBOLDT,C,A,WESTHAVEN C.S.D.,CA1210024
CA1210307,1976-01-01,NC,SW,HUMBOLDT,NC,A,RICHARDSON GROVE SP-STATE PARKS,CA1210307
CA1210308,1976-01-01,NC,SW,HUMBOLDT,NC,A,GRIZZLY CREEK SP-STATE PARKS,CA1210308
CA1210312,1976-01-01,NC,SW,HUMBOLDT,NC,A,FOUNDERS GROVE-STATE PARKS,CA1210312
CA1210314,1976-01-01,NC,GW,HUMBOLDT,NC,A,HIDDEN SPRINGS CG-STATE PARKS,CA1210314
CA1210315,1976-01-01,NC,SW,HUMBOLDT,NC,A,WILLIAMS GROVE - STATE PARKS,CA1210315
CA1210319,1976-01-01,NC,SW,HUMBOLDT,NC,A,PATRICK'S POINT SP-STATE PARKS,CA1210319
CA1210320,1976-01-01,NC,SW,HUMBOLDT,NC,A,GOLD BLUFFS BEACH CG-STATE PARKS,CA1210320
CA1210321,1976-01-01,NC,GW,HUMBOLDT,NC,A,STONE LAGOON-STATE PARKS,CA1210321
CA1210322,1976-01-01,NC,GW,HUMBOLDT,NC,A,PRAIRIE CREEK SP-STATE PARKS,CA1210322
CA1210324,1976-01-01,NC,GW,HUMBOLDT,NC,A,BURLINGTON CG-STATE PARKS,CA1210324
CA1210800,1976-01-01,C,SW,HUMBOLDT,C,A,CAL FIRE-EEL RIVER CONSERVATION CAMP,CA1210800
CA1210801,1976-01-01,C,SW,HUMBOLDT,C,A,CAL FIRE-HIGH ROCK CONSERVATION CAMP,CA1210801
CA1290016,1976-01-01,NP,,HUMBOLDT,RW,A,MCKINLEYVILLE C.S.D. - RW,CA1290016
CA1290022,1976-01-01,NP,,HUMBOLDT,RW,A,RESORT IMPRVMT. DIST. #1 - RW,CA1290022
CA1296015,2018-01-18,NP,,HUMBOLDT,RW,A,CITY OF FERNDALE,CA1296015
CA1300009,2016-07-21,C,GW,IMPERIAL,C,A,WINTERHAVEN COUNTY WATER DISTRICT,CA1300009
CA1300018,2016-07-21,C,SW,IMPERIAL,C,A,GATEWAY,CA1300018
CA1300513,2016-07-21,C,GW,IMPERIAL,C,A,OCOTILLO MUTUAL WATER CO,CA1300513
CA1300514,2016-07-21,C,GW,IMPERIAL,C,A,COYOTE VALLEY MUTUAL WATER CO,CA1300514
CA1300517,2015-08-04,NTNC,GW,IMPERIAL,NTNC,A,U.S. GYPSUM CO,CA1300517
CA1300540,2016-07-21,NC,GW,IMPERIAL,NC,A,COCO PALMS MOBILE HOME PARK,CA1300540
CA1300544,2016-07-21,NP,SW,IMPERIAL,NP,A,FISH & GAME WISTER UNIT,CA1300544
CA1300546,2016-07-21,C,GW,IMPERIAL,C,A,GOLD ROCK RANCH,CA1300546
CA1300549,2015-08-04,NTNC,SW,IMPERIAL,NTNC,A,IMPERIAL VALLEY COLLEGE,CA1300549
CA1300550,2016-07-21,C,SW,IMPERIAL,C,A,COUNTRY LIFE MH & RV PARK,CA1300550
CA1300553,2015-08-04,NTNC,SW,IMPERIAL,NTNC,A,MAGNOLIA UNION SCHOOL,CA1300553
CA1300554,2015-08-04,NTNC,SW,IMPERIAL,NTNC,A,MEADOWS UNION ELEMENTARY SCHOOL,CA1300554
CA1300555,2016-07-21,C,GW,IMPERIAL,C,A,MITCHELLS CAMP FAMILY ASSOC.,CA1300555
CA1300556,2015-08-04,NTNC,SWP,IMPERIAL,NTNC,A,MULBERRY UNION SCHOOL,CA1300556
CA1300559,2015-08-04,NC,GW,IMPERIAL,NC,A,PILOT KNOB RV RESORT,CA1300559
CA1300560,2015-08-04,NTNC,SW,IMPERIAL,NTNC,A,PINE UNION SCHOOL,CA1300560
CA1300561,2015-08-04,NC,SW,IMPERIAL,NC,A,RED HILL MARINA,CA1300561
CA1300564,2015-08-04,NC,GW,IMPERIAL,NC,A,SALAMANDER TRAILER PARK,CA1300564
CA1300571,1979-03-22,NTNC,SWP,IMPERIAL,NTNC,A,UC DESERT RESEARCH AND EXTENSION CENTER,CA1300571
CA1300572,2014-07-01,C,SW,IMPERIAL,C,A,VALLEY MOBILE HOME PARK,CA1300572
CA1300574,2016-07-21,NC,GW,IMPERIAL,NC,A,WELL TRAILER PARK THE,CA1300574
CA1300575,2016-07-21,C,SW,IMPERIAL,C,A,DATE GARDENS MOBILE HOME PARK,CA1300575
CA1300578,2015-08-04,NTNC,SW,IMPERIAL,NTNC,A,WESTSIDE SCHOOL,CA1300578
CA1300579,2015-08-04,NTNC,SW,IMPERIAL,NTNC,A,MCCABE UNION SCHOOL,CA1300579
